标题,作者,内容,朝代,体裁
挽連夫人,劉克莊,渡江門戶已華簪，嫁得黔婁作藁砧。疇昔曾爲賓截髮，暮年親見子腰金。瀧阡新刻豐碑妙，防墓重封宿草深。憶與夏卿聯禁路，些辭題罷一酸心。,唐,律诗
柳枝五首 五,李商隱,畫屏繡步障，物物自成雙。如何湖上望，只是見鴛鴦。,唐,绝句
无题,辛弃疾,手拈黄花无意绪，等闲行尽回廊。卷帘芳桂散馀香。枯荷难睡鸭，疏雨暗池塘。忆得旧时携手处，如今水远山长。罗巾浥泪别残妆。旧欢新梦里，闲处却思量。,宋,词
夏夜不寐有賦,陸游,急雨初過天宇濕，大星磊落纔數十。饑鶻掠簷飛磔磔，冷螢墮水光熠熠。丈夫無成忽老大，箭羽凋零劍鋒澀。徘徊欲睡復起行，三更猶凭闌干立。,唐,律诗
无题,王质,冰壶秋月，去了潘郎，传到梁老。骑马乘船，麾斥五湖三岛。任捎云，兼拂日，拽蛟龙、鳞鬣都推倒。厢尘中，分付高人胜士，把云烟扫。乾坤巧。自苍筠无汗，乌锥无刃，此为至宝。第一君门通表。书囊谏草。第二文章扬事业，第三编简摅怀抱。千百般，终久被他磨了。,宋,词
海康書事十首  其八,秦觀,裔土桑柘希，蠶月不紡績。吳綃與魯縞，取具{舟罔}船客。一朝南風發，家室相怵迫。半賈鬻我藏，倍稱還君息。,唐,词
无题,高观国,霜清水碧。冷浸红云湿。休说季伦锦帐，山南岸、更花密。露滴。空翠幂。两峰开霁色。不为浓妆一醉，西风帽、为谁侧。,宋,词
荅張烏程,皎然,莫道謫官無主人，秣陵才令日相親。前溪更有忘憂處，荷葉田田間白蘋。,唐,绝句
絕葷,宋祁,多年卧病厭腥膢，香飯初依竺國流。宣父蒲葅真可學，鍾岏蚶蠣更無求。爐銷午篆天花泊，几隠宵燈偈葉留。割肉炰羔非我事，此身今悟一浮漚。,唐,律诗
无题,仲殊,一霎雕栏疏雨罢。三月十三，曾是寒食夜。尽日暖香熏柏麝。西施醉起留归驾。酒满玻璃花艳冶。莫负春心，快饮千锺罢。春在燕堂帘幕下。年芳不问东君借。,宋,词
送張調參軍侍從歸觐荆南因寄長林司空十四曙,盧綸,玉勒侍行襜，郄超未有髯。守儒輕獵騎，承誨訪沈潛。雲勢將峰雜，江聲與嶼兼。還當見王粲，應念二毛添。,唐,律诗
今日林中頗得佳笋用前韻  其一,周紫芝,閑尋黑靨猫頭筍，自把長鑱雪色斤。恨我家無渭川竹，姓名不載馬遷文。,唐,绝句
答張文成,張鷟,（案以下各詩，《遊仙窟》雖謂崔十娘所作，要皆張文成戲墨耳。）面非他舍面，心是自家心。何處關天事，辛苦漫追尋。,唐,词
避賊書事十三首  其九,左緯,妻兒共一區，日夜謹相守。遙驚白旗來，不覺四散走。汝死吾不知，吾亡汝何咎。隔林聞哭聲，相見真成偶。,唐,律诗
和伯兄新竹韻,王柏,叢竹太踠跧，一鞭忽伸脚。穿石作斜勢，朝宗意穆若。片綠吐新梢，員粉露殘籜。今年造化深，稚子六七作。羣居不嫌密，獨步豈疎略。是爲石笋瑞，不負歲寒約。清標凜三世，有倡不予酢。誰與共栽培，莫至風聲落。懷古不成寐，傷今政作惡。縱有題詩人，人面定非昨。,唐,诗
劉府君挽詞  其一,王十朋,歆向詵然萃一門，過庭詩禮盡公恩。奇兒不負義方教，舊治至今遺愛存。心境欲明憑貝葉，壽藏預卜傍祇園。髯郎行燭青藜杖，定見榮光達九泉。,唐,律诗
洗馬行和關子東韻,周紫芝,憶昔四海多甲兵，令嚴細柳將軍營。鐵衣健卒持滿立，黑頭壯士從軍行。眼前千馬復萬馬，寸土不耕犁與騂。自從虎皮蒙劍戟，此馬不聞鼙鼓驚。只今盡浴長安水，七十萬匹俱長鳴。風騣霧鬛久不試，日饜官粟無斗升。廟堂伊吕自有策，不與韓白齊功名。圉人但喜馬肥健，野老安知無戰爭。有君如此豈不樂，俟河幾時今得清。不須天育驃騎種，雲霧晦冥方降精。我欲刻石上浯水，白頭弄筆羞書生。不聞鐵騎響鳴鏑，但聽玉簫吹九成。,唐,诗
戲題無常鐘二絕  其一,范成大,著衫脫袴兩浮休，切莫隨渠認路頭。三尺蒲牢關底事，尋聲接響大悠悠。,唐,绝句
和張子壽二首  其二,許景衡,風雨朝來不甚顛，殘花贏得更留連。簾櫳寂寂鶯方乳，桑柘陰陰蠶欲眠。老杜只將詩作伴，孝先偏與睡相便。江湖瀲灔皆春水，好在横塘舊釣船。,唐,律诗
无题,吴文英,蝶粉蜂黄大小乔。中庭寒尽雪微销。一般清瘦各无聊。窗下和香封远讯，墙头飞玉怨邻箫。夜来风雨洗春娇。,宋,词
无题,苏轼,明月几时有，把酒问青天。不知天上宫阙，今夕是何年。我欲乘风归去，又恐琼楼玉宇，高处不胜寒。起舞弄清影，何似在人间。转朱阁，低绮户，照无眠。不应有恨，何事长向别时圆。人有悲欢离合，月有阴晴圆缺，此事古难全。但愿人长久，千里共婵娟。,宋,词
懷愛山,喻良能,空陂流水淡泠泠，小立舂鉏點遠汀。煙雨半收山更好，知誰不喚作丹青。,唐,绝句
无题,张先,巴子城头青草暮。巴山重叠相逢处。燕子占巢花脱树。杯且举。瞿塘水阔舟难渡。天外吴门清霅路。君家正在吴门住。赠我柳枝情几许。春满缕。为君将入江南去。,宋,词
故人李端夫赴廉州從事石室致酒留别二首  其二,郭祥正,才如吾子尚區區，羽檄從軍萬里餘。白髮可憐歸計晚，青衫只似拜恩初。一樽邀客非無酒，千卷隨車幸有書。已把窮通推定分，故人達宦任情疏。,唐,律诗
无题,陈允平,风流三径远，此君淡薄，谁与伴清足。岁寒人自得，傍石锄云，闲里种苍玉。琅玕翠立，爱细雨、疏烟初沐。春昼长，秋声不断，洗红尘凡俗。高独。虚心共许，淡节相期，几人闲棋局。堪爱处，月明琴院，雪晴书屋。心盟更许青松结，笑四时、梅矾兰菊。庭砌晓，东风旋添新绿。,宋,词
无题,吴潜,坐临芳沼边，荷气侵衣湿。唧唧暗蛩鸣，点点流萤入。人生歧路中，底用杨朱泣。一笑倚阑干，颓玉当风立。,宋,词
无题,秦观,纤云弄巧，飞星传恨，银汉迢迢暗度。金风玉露一相逢，便胜却、人间无数。柔情似水，佳期如梦，忍顾鹊桥归路。两情若是长久时，又岂在、朝朝暮暮。,宋,词
送陳擇之,張栻,君能千里來，乃作觸熱去。凉秋幸非遥，歸計無已遽。向來文字間，講論有平素。及茲共王事，益得君佳處。幾微獨深窺，圭角本不露。豈期寂寞濱，獲此友朋助。吾邦雖云僻，山水足奇趣。更期休沐晨，相與窮杖屨。匆匆何少悰，咄咄出別語。君懷負丞恩，行矣當及戍。我亦念歸歟，霜天收栗芋。後會未可期，往事屢回顧。贈言復何有，獨以此道故。寥寥千載前，達者同一路。所趨固絕塵，所履無虛步。臨深覺居高，仰止有餘慕。要須學滄溟，匯此百川注。他年儻相憶，訪我城南圃。無使歲月深，永思編簡蠹。,唐,诗
无题,魏夫人,东风已绿瀛洲草。画楼帘卷清霜晓。清绝比湖梅。花开未满枝。长天音信断。又见南归雁。何处是离愁。长安明月楼。,宋,词
春日客中二首  其一,陳造,平時謾說醉爲鄉，對景今如石作腸。老去猶興客中嘆，春來剛制酒邊狂。露桃煙柳爲誰好，蜂蜜燕泥徒自忙。紅紫打圍歌笑地，暮年多感怕思量。,唐,律诗
題真仙巖,松庵道人,千巖萬壑倚晴空，此洞真奇迥不同。未數洞天三十六，想移當日太清宮。,唐,绝句
无题,刘学箕,一柄双花，低翠盖、呈祥现美。人正在、薰风亭上，满襟如水。二陆比方夸俊少，两乔相并修容止。雨初晴、午永斗红酣，真奇耳。双白鹭，双赪鲤。飞与泳，俱来此。绾双鬟天上，侍香童子。双剑丰城双孕秀，双凫叶县双趋起。谩空谈、国士本无双，今双矣。,宋,词
白龍洞,韓淲,西湖浪宕我能知，却賦龍巖老古錐。便做詩家元不惡，華亭舉棹是因誰。,唐,绝句
无题,晁端礼,绿绕群峰，红摇千柄，夜来暑雨初收。共君乘兴，轻舸信悠悠。且尽一尊别酒，荷香里、满酌轻讴。明朝去，征帆夜落，何处好汀洲。风流。吾小阮，朝辞东观，夕向南州。况圣时、争教贾傅淹留。若过寻阳亭上，琵琶泪、莫洒清秋。堤边柳，从今爱惜，留待系归舟。,宋,词
畫蟬,戴叔倫,飲露身何潔，吟風韻更長。斜陽千萬樹，無處避螳螂。,唐,绝句
无题,京镗,杰阁耸层霄，几度晓风残月。同是鹓行旧侣，慰十年离别。一杯相属莫留残，试倚阑干说。趁取簪花绿鬓，未骎骎如雪。,宋,词
无题,汪藻,小舟帘隙。佳人半露梅妆额。绿云低映花如刻。恰似秋宵，一半银蟾白。结儿梢朵香红扐。钿蝉隐隐摇金碧。春山秋水浑无迹。不露墙头，些子真消息。,宋,词
子野雪後寄和却寄廷玉  其一,仇遠,淵明白髪滿頭生，肯賦閒情未老成。自笑冷官租屋住，每因來使出郊迎。橫經空忝先生號，解印仍呼處士名。惟有溪干隠君子，知予的的願歸耕。,唐,律诗
再和戲黄玉泉,鄭清之,黄公辭酒壚，經笥捧便腹。讀書饑鳶聲，了了崇文目。陂澄萬頃波，巢寄一枝木。戲題百姓眼，自笑孤舘獨。轍涸聊相濡，神液未容漉。嘯歌匪彈劍，悁隘殊躄足。文織犧尊黄，句弦綺琴綠。不見蠏杯持，徒費爾雅讀。坐對罌卧牆，空有葉映竹。枯腸但茶搜，燥吻遲膏沃。主人如馬瘦，酒使欠猩僕。思折酤媼券，欲訪義漿玉。喟茲鯨吸量，眇矣龍驤斛。靈根日灌溉，詩課自程督。試當閲醫經，薄釀借神麴。共醉靈均絲，未問長房菊。飲興非有期，衣曬寧免俗。杯勺雖不勝，嘔泄聽隨屬。嬾疊陽關三，肯競梟博六。不飲但麥豆，頗勝劉文叔。醉騎黄犢孫，歸玩墨君族。子爲評酒名，擬號安晚醁。,唐,诗
无题,康与之,薄寒罗袖怯。教小玉添香，被翻宫襭。兰缸半明灭。听几声归雁，一帘微月。情波恨叶。索新词、犹自怨别。梦回时、雪暖酥凝，掠鬓宝鸳钗折。凄切。纹窗描绣，旧谱寻棋，变成虚设。同心对结。重来是，甚时节。怅姑苏台上，征帆何许，隐隐遥山万叠。袖红绡、独立无言，偷弹泪血。,宋,词
句  其八三,諶祜,禹甸草荒昏霧徧，漢宮花夢晝雲酣。,唐,诗
无题,吕胜己,当年悔我抛生计。趁升斗、蛮乡远地。谁知事向无心起。回首邯郸梦里。风雪满□□□□。最好处、吴头楚尾。青山本是强人意。更时见、梅花助美。,宋,词
出榆關,劉著,羽檄中原滿，萍流四海間。少時過桂嶺，壯歲出榆關。奇禍心如折，羈愁鬢已斑。楚纍千萬億，知有幾人還。,唐,律诗
韓偓集有自撫州往南城縣舟行見拂水薔薇之詩南城吾鄉也因題八句,李覯,韓偓當年赴七閩，舟行過此倍凝神。江邊石上知誰處，綠戰紅酣別是春。往事幾多書不記，仙源依舊地無塵。花光柳色今何限，更有才人勝古人。,唐,律诗
千頃山  其三,司馬槱,欲爲龍池游，束裝戒蓐食。雞鳴天未曙，呼兒重蠟屐。縈回遡寒溪，确犖疲亂石。迢迢萬丈嶺，宛轉蒼龍脊。山高吐朝氣，恍不辨咫尺。俯聽雷雨聲，仰逐猿猱跡。委蛇度花塢，綠靜草可席。喜如出籠檻，身輕飛鳥擲。不辭雙足繭，遠探蛟龍客。傳聞此山頂，舊有滄海色。爾來三十年，潭湫變枯荻。至今應江潮，尚浮鷗鷺集。至理竟未解，對之空太息。不如西湖遊，揮篙泛瑶碧。,唐,诗
无题,韩淲,暗尘明月小桃枝，旧家时情味。问而今、风转蛾儿底。有谁把、春衫试。景龙灯火升平世。动长安歌吹。这山城、不道人能记。甚村酒、偏教醉。,宋,词
漳河,許及之,出郭安陽漾碧波，黄流汩汩泛漳河。河濱飲水令人癭，岸石其如腹疾何。,唐,绝句
无题,施翠岩,披紫菟裘，上白鹭亭，看吹洞箫。望长江庚鲸过，江横素练，回仙鹤度，月在青霄。依约淮山，清冷风露，如到瀛洲听海涛。浮图近，更玉铃金铎，初奏琅玕。人间梦境廖廖。问故国繁华能几朝。有千年枯井，龙沉凤怨，数邱黄壤，兔走猿嗥。莫问荣华，不如归去。短棹孤篷乘夜潮。翠岩下，耕白云二顷，胜种仙苗。,宋,词
化佛五臟先被人偷了,釋師觀,古佛行藏識者稀，爲人一著太孤危。驀然撞著白拈賊，倒腹傾腸付與伊。,唐,绝句
无题,黄通判,太守风流，管领尽、十分春色。开藩了、万花妆就，舒长化国。太白方观宫锦样，老人又现端门侧。听螺州、千里沸观声，春无极。龙种贵，蟾宫客。熊轼彦，鱼书直。更精神天赋，寒光停碧。宝篆定膺铜狄数，金樽好按梁州拍。待予环、赤舄映貂蝉，头方黑。,宋,词
无题,赵以夫,青霄望极。际万里月明，无点云色。一片冰壶世界，水乡先得。年年客里惊秋半，倚西风、鬓华吹白。觅闲无路，相逢且醉，好天凉夕。听曲曲、仙韶促拍。趁画舸飞空，雪浪翻激。行乐风流，暗省旧时京国。插空翠巇连星麓，但波痕、浮动金碧。不如归去，扁舟五湖，钓竿渔笛。,宋,词
小孤山曉望,孫應時,維舟小孤下，終夜風水聲。雞唱起推戶，耿耿殘月明。四望無纖雲，景氣穆以清。碧山吐紅日，綠樹啼鶬鶊。茲峰何娟妙，臨流竦春榮。再拜款靈宮，緬然念平生。一役已萬里，百年定何成。隔江見彭澤，懷古有餘情。,唐,诗
无题,王之道,花影到酴醿，风过玉卮摇碧。坐上酒豪诗敌，尽骑鲸仙客。主人名姓在金瓯，归去定前席。要见碧桃千岁，看壶中春日。,宋,词
石橋,周之深,地險知人特地來，猿禽意思也徘徊。遥瞻聖境真如在，休問石門開未開。,唐,绝句
龍安院,陳巖,蔓草叢生伴棘薪，古藤直上繞松身。寺前寺後清幽處，山鳥飛來不避人。,唐,绝句
雲谷日者,釋元肇,賣卜不論錢，開囊乞贈篇。先生雖有術，野客不知年。披雪穿吳市，占星落楚天。茫茫寰海內，爲覓隠神僊。,唐,律诗
无题,葛立方,未许蜂知，难交雀啅，芳丛犹是寒丛。东方解冻，春仗做春工。何事仙葩未放，寒苞秘、冰麝香浓。应须是、惊闻羯鼓，谁敢喷髯龙。梅花，君自看，丁香已白，桃脸将红。结岁寒三友，久迟筠松。要看含章檐下，闲妆靓、春睡朦胧。知音是，冻云影底，铁面葛仙翁。,宋,词
无题,蔡伸,醉击玉壶缺，恨写绿琴哀。悠悠往事谁问，离思渺难裁。绿野堂前桃李，燕子楼中歌吹，那忍首重回。唯有旧时月，远远逐人来。小庭空，清夜永，独徘徊。伴人幽怨，一枝潇洒陇头梅。肠断云帆西去，目送烟波东注，千里接长淮。为我将双泪，好过楚王台。,宋,词
政和二年三月廿四日鄜延帥府大閱即席呈獻帥座賈公凱歌  其三,楊景,天兵十萬擁貔貅，紫塞年年大有秋。不是頡羌求款附，爲君唾手取靈州。,唐,绝句
九月十五日有感,董嗣杲,潯陽江上看明月，月落孤眠百感生。十二年前如昨日，竹齋曾醉鳳簫聲。,唐,绝句
无题,吕胜己,马蹄西路赏春妍。重来十五年。好山如带水如环。红楼罨画闲。人易老，景如前。停杯俯逝川。归舟回首望云烟。秦人隔洞天。,宋,词
